Questions,Code,Decode,,Decode,usage
BIG5: Certificate Early Attendance - Collected,XBIGSE16A30,Driving Culture change through Leadership,,Driving Culture change through Leadership,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE17A30,"BIM there, done that",,"BIM there, done that",Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE18A30,Improving Facade performance through design,,Improving Facade performance through design,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE19A30,Importance of energy audits and energy reduction strategies,,Importance of energy audits and energy reduction strategies,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE20A30,How to make PMOs critical to Business: The Business PMO,,How to make PMOs critical to Business: The Business PMO,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE21A30,LEED for Contractors,,LEED for Contractors,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE22A30,Sustainability for C-level Executive,,Sustainability for C-level Executive,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE23A30,All you need to know about the new UAE Fire Code,,All you need to know about the new UAE Fire Code,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE24A30,BIM for Coordination - from Concept to Construction,,BIM for Coordination - from Concept to Construction,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE25A30,"Transformation, Translation and Representation",,"Transformation, Translation and Representation",Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE26A30,Leapfrogging the residential new construction industry in the GCC to a sustainable future,,Leapfrogging the residential new construction industry in the GCC to a sustainable future,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE27A30,Is every request from business a project?,,Is every request from business a project?,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE28A30,Labor and Employment Issues,,Labor and Employment Issues,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE29A30,Defining Health & Safety Leadership Behaviors,,Defining Health & Safety Leadership Behaviors,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE30A30,The BIM 4D modeling though the project life cycle,,The BIM 4D modeling though the project life cycle,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE31A30,Sustainability Beyond Design,,Sustainability Beyond Design,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE32A30,Indoor Environmental Quality (IEQ) Strategies for LEED v4,,Indoor Environmental Quality (IEQ) Strategies for LEED v4,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE33A30,BIM Between Theory and Practice,,BIM Between Theory and Practice,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE34A30,Establishing a Difference that can be preserved,,Establishing a Difference that can be preserved,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE35A30,Do Complex Innovative Building Envelopes Comprise Health & Safety?,,Do Complex Innovative Building Envelopes Comprise Health & Safety?,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE36A30,IoT-izing The Construction Industry,,IoT-izing The Construction Industry,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE37A30,Smart Construction & Architecture,,Smart Construction & Architecture,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE38A30,Energy and Atmosphere Strategies for LEED v4,,Energy and Atmosphere Strategies for LEED v4,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE39A30,Leadership to Drive Projects and Project Management Career to Effective Change,,Leadership to Drive Projects and Project Management Career to Effective Change,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE40A30,How to do Business in the UAE,,How to do Business in the UAE,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE41A30,Social Media in the Contruction Field,,Social Media in the Contruction Field,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE42A30,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline,,SCM Contribution to Successful Project Management & Analyzing The extensive Project Pipeline,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE43A30,BIM Case study of office with warehouse,,BIM Case study of office with warehouse,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE44A30,Efficient and sustainable cooling,,Efficient and sustainable cooling,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE45A30,Sustainability Vs. Life Riddles,,Sustainability Vs. Life Riddles,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE46A30,Controlling Productivity,,Controlling Productivity,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE47A30,Recognizing PPP as a driver for sustainable infrastructure industry,,Recognizing PPP as a driver for sustainable infrastructure industry,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE48A30,,,,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE49A30,Integrating Material and Textural Information for As-Built BIM Using IR Sensing,,Integrating Material and Textural Information for As-Built BIM Using IR Sensing,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE50A30,Significance of MEP - What's next for District Cooling?,,Significance of MEP - What's next for District Cooling?,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE51A30,Evaluating the impact and application of sustainable development in the GCCs,,Evaluating the impact and application of sustainable development in the GCCs,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE52A30,Intrapreneurship - Need of the Hour in Program Management,,Intrapreneurship - Need of the Hour in Program Management,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE53A30,How to use licensing to sell your products,,How to use licensing to sell your products,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE54A30,IOT & Drones Logistics Technologies in Construction,,IOT & Drones Logistics Technologies in Construction,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE55A30,Bim4Analysis,,Bim4Analysis,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE56A30,Energy Efficient HVAC System's for Healthcare,,Energy Efficient HVAC System's for Healthcare,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE57A30,Layering the Future,,Layering the Future,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE58A30,Construction Projects and their impact on project's constraints,,Construction Projects and their impact on project's constraints,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE59A30,Effective Marketing strategies in the Construction Industry,,Effective Marketing strategies in the Construction Industry,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE60A30,Supply-chain management in construction industry,,Supply-chain management in construction industry,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE61A30,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm,,What's wrong with BIM? - Challenges in the Adoption of a new Planning Paradigm,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE62A30,MEP in transport Infrastructure,,MEP in transport Infrastructure,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE63A30,Business Opportunitires and growth areas in the Construction Industry in today's New Normal,,Business Opportunitires and growth areas in the Construction Industry in today's New Normal,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE64A30,InstitutionalizingProject Management,,InstitutionalizingProject Management,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE65A30,Finance for non-finance managers,,Finance for non-finance managers,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE66A30,Procurement transformation Strategies,,Procurement transformation Strategies,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE67A30,How to get the best out of BIM intelligence in design process and taking it forward in construction,,How to get the best out of BIM intelligence in design process and taking it forward in construction,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE68A30,"MEP trade, challenges, trends and solutions",,"MEP trade, challenges, trends and solutions",Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE69A30,Regional Technical Solutions for LEED,,Regional Technical Solutions for LEED,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE70A30,Does your strategy performance truly reflect your portfolio performance?,,Does your strategy performance truly reflect your portfolio performance?,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE71A30,Future of Retail Design and Trends,,Future of Retail Design and Trends,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE72A30,Logistics Planning of Construction Projects for Expo 2020,,Logistics Planning of Construction Projects for Expo 2020,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE73A30,BIM for Construction,,BIM for Construction,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE74A30,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design,,Comparative Analysis of Tradtional Vs. Sustainable Chilled Water Plant Design,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE75A30,Tools for sustainable development at district level,,Tools for sustainable development at district level,Not Used
BIG5: Certificate Early Attendance - Collected,XBIGSE76A30,Towards Lean Contruction: the furutre of BIM-based project plannin and control,,Towards Lean Contruction: the furutre of BIM-based project plannin and control,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE1A30,Keys to resolving the inevitable construction dispute,,Keys to resolving the inevitable construction dispute,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE2A30,Condition of assets a growing concern,,Condition of assets a growing concern,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE3A30,BIM as information management and design process,,BIM as information management and design process,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE4A30,Architectural Advancement: Creating an Iconic Development,,Architectural Advancement: Creating an Iconic Development,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE5A30,Zero Carbon Buildings: Management of Design and Construction,,Zero Carbon Buildings: Management of Design and Construction,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE6A30,Implementation Practical Risk Management for Mega Construction Projects: Project Management,,Implementation Practical Risk Management for Mega Construction Projects: Project Management,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE7A30,Refurbishment Engineering and Sustainability,,Refurbishment Engineering and Sustainability,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE8A30,Construction Quality Management,,Construction Quality Management,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE9A30,Good practice during work at quarries,,Good practice during work at quarries,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE10A30,How BIM is transforming the construction industry,,How BIM is transforming the construction industry,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE11A30,Adaptive Architecture: convertible structures,,Adaptive Architecture: convertible structures,Not Used
BIG5: Certificate Early Attendance - Printed,PRINT_BIGSE12A30,The Importance of Reserve Fund Studies in Protecting Property Value,,The Importance of Reserve Fund Studies in Protecting Property Value,Not Used
